fips,State,Area_Name,CENSUS_2010_POP,POP_ESTIMATE_2019,
31131,NE,Otoe County,"15,740","16,012",
31133,NE,Pawnee County,"2,773","2,613",
31135,NE,Perkins County,"2,970","2,891",
31137,NE,Phelps County,"9,188","9,034",
31139,NE,Pierce County,"7,266","7,148",
31141,NE,Platte County,"32,237","33,470",
31143,NE,Polk County,"5,406","5,213",
31145,NE,Red Willow County,"11,055","10,724",
31147,NE,Richardson County,"8,363","7,865",
31149,NE,Rock County,"1,526","1,357",
31151,NE,Saline County,"14,200","14,224",
31153,NE,Sarpy County,"158,840","187,196",
31155,NE,Saunders County,"20,780","21,578",
31157,NE,Scotts Bluff County,"36,970","35,618",
31159,NE,Seward County,"16,750","17,284",
31161,NE,Sheridan County,"5,469","5,246",
31163,NE,Sherman County,"3,152","3,001",
31165,NE,Sioux County,"1,311","1,166",
31167,NE,Stanton County,"6,129","5,920",
31169,NE,Thayer County,"5,228","5,003",
31171,NE,Thomas County,647,722,
31173,NE,Thurston County,"6,940","7,224",
31175,NE,Valley County,"4,260","4,158",
31177,NE,Washington County,"20,234","20,729",
31179,NE,Wayne County,"9,595","9,385",
31181,NE,Webster County,"3,812","3,487",
31183,NE,Wheeler County,818,783,
31185,NE,York County,"13,665","13,679",
32000,NV,Nevada,"2,700,551","3,080,156",
32001,NV,Churchill County,"24,877","24,909",
32003,NV,Clark County,"1,951,269","2,266,715",
32005,NV,Douglas County,"46,997","48,905",
32007,NV,Elko County,"48,818","52,778",
32009,NV,Esmeralda County,783,873,
32011,NV,Eureka County,"1,987","2,029",
32013,NV,Humboldt County,"16,528","16,831",
32015,NV,Lander County,"5,775","5,532",
32017,NV,Lincoln County,"5,345","5,183",
32019,NV,Lyon County,"51,980","57,510",
32021,NV,Mineral County,"4,772","4,505",
32023,NV,Nye County,"43,946","46,523",
32027,NV,Pershing County,"6,753","6,725",
32029,NV,Storey County,"4,010","4,123",
32031,NV,Washoe County,"421,407","471,519",
32033,NV,White Pine County,"10,030","9,580",
32510,NV,Carson City,"55,274","55,916",
33000,NH,New Hampshire,"1,316,470","1,359,711",
33001,NH,Belknap County,"60,088","61,303",
33003,NH,Carroll County,"47,818","48,910",
33005,NH,Cheshire County,"77,117","76,085",
33007,NH,Coos County,"33,055","31,563",
33009,NH,Grafton County,"89,118","89,886",
33011,NH,Hillsborough County,"400,721","417,025",
33013,NH,Merrimack County,"146,445","151,391",
33015,NH,Rockingham County,"295,223","309,769",
33017,NH,Strafford County,"123,143","130,633",
33019,NH,Sullivan County,"43,742","43,146",
34000,NJ,New Jersey,"8,791,894","8,882,190",
34001,NJ,Atlantic County,"274,549","263,670",
34003,NJ,Bergen County,"905,116","932,202",
34005,NJ,Burlington County,"448,734","445,349",
34007,NJ,Camden County,"513,657","506,471",
34009,NJ,Cape May County,"97,265","92,039",
34011,NJ,Cumberland County,"156,898","149,527",
34013,NJ,Essex County,"783,969","798,975",
34015,NJ,Gloucester County,"288,288","291,636",
34017,NJ,Hudson County,"634,266","672,391",
34019,NJ,Hunterdon County,"128,349","124,371",
34021,NJ,Mercer County,"366,513","367,430",
34023,NJ,Middlesex County,"809,858","825,062",
34025,NJ,Monmouth County,"630,380","618,795",
34027,NJ,Morris County,"492,276","491,845",
34029,NJ,Ocean County,"576,567","607,186",
34031,NJ,Passaic County,"501,226","501,826",
34033,NJ,Salem County,"66,083","62,385",
34035,NJ,Somerset County,"323,444","328,934",
34037,NJ,Sussex County,"149,265","140,488",
34039,NJ,Union County,"536,499","556,341",
34041,NJ,Warren County,"108,692","105,267",
35000,NM,New Mexico,"2,059,179","2,096,829",
35001,NM,Bernalillo County,"662,564","679,121",
35003,NM,Catron County,"3,725","3,527",
35005,NM,Chaves County,"65,645","64,615",
35006,NM,Cibola County,"27,213","26,675",
35007,NM,Colfax County,"13,750","11,941",
35009,NM,Curry County,"48,376","48,954",
35011,NM,De Baca County,"2,022","1,748",
35013,NM,Doña Ana County,"209,233","218,195",
35015,NM,Eddy County,"53,829","58,460",
35017,NM,Grant County,"29,514","26,998",
35019,NM,Guadalupe County,"4,687","4,300",
35021,NM,Harding County,695,625,
35023,NM,Hidalgo County,"4,894","4,198",
35025,NM,Lea County,"64,727","71,070",
35027,NM,Lincoln County,"20,497","19,572",
35028,NM,Los Alamos County,"17,950","19,369",
35029,NM,Luna County,"25,095","23,709",
35031,NM,McKinley County,"71,492","71,367",
35033,NM,Mora County,"4,881","4,521",
35035,NM,Otero County,"63,797","67,490",
35037,NM,Quay County,"9,041","8,253",
35039,NM,Rio Arriba County,"40,246","38,921",
35041,NM,Roosevelt County,"19,846","18,500",
35043,NM,Sandoval County,"131,561","146,748",
35045,NM,San Juan County,"130,044","123,958",
35047,NM,San Miguel County,"29,393","27,277",
35049,NM,Santa Fe County,"144,170","150,358",
35051,NM,Sierra County,"11,988","10,791",
35053,NM,Socorro County,"17,866","16,637",
35055,NM,Taos County,"32,937","32,723",
35057,NM,Torrance County,"16,383","15,461",
35059,NM,Union County,"4,549","4,059",
35061,NM,Valencia County,"76,569","76,688",
36000,NY,New York,"19,378,102","19,453,561",
36001,NY,Albany County,"304,204","305,506",
36003,NY,Allegany County,"48,946","46,091",
36005,NY,Bronx County,"1,385,108","1,418,207",
36007,NY,Broome County,"200,600","190,488",
36009,NY,Cattaraugus County,"80,317","76,117",
36011,NY,Cayuga County,"80,026","76,576",
36013,NY,Chautauqua County,"134,905","126,903",
36015,NY,Chemung County,"88,830","83,456",
36017,NY,Chenango County,"50,477","47,207",
36019,NY,Clinton County,"82,128","80,485",
36021,NY,Columbia County,"63,096","59,461",
36023,NY,Cortland County,"49,336","47,581",
36025,NY,Delaware County,"47,980","44,135",
36027,NY,Dutchess County,"297,488","294,218",
36029,NY,Erie County,"919,040","918,702",
36031,NY,Essex County,"39,370","36,885",
36033,NY,Franklin County,"51,599","50,022",
36035,NY,Fulton County,"55,531","53,383",
36037,NY,Genesee County,"60,079","57,280",
36039,NY,Greene County,"49,221","47,188",
36041,NY,Hamilton County,"4,836","4,416",
36043,NY,Herkimer County,"64,519","61,319",
36045,NY,Jefferson County,"116,229","109,834",
36047,NY,Kings County,"2,504,700","2,559,903",
36049,NY,Lewis County,"27,087","26,296",
36051,NY,Livingston County,"65,393","62,914",
36053,NY,Madison County,"73,442","70,941",
36055,NY,Monroe County,"744,344","741,770",
36057,NY,Montgomery County,"50,219","49,221",
36059,NY,Nassau County,"1,339,532","1,356,924",
36061,NY,New York County,"1,585,873","1,628,706",
36063,NY,Niagara County,"216,469","209,281",
36065,NY,Oneida County,"234,878","228,671",
36067,NY,Onondaga County,"467,026","460,528",
36069,NY,Ontario County,"107,931","109,777",
36071,NY,Orange County,"372,813","384,940",
36073,NY,Orleans County,"42,883","40,352",
36075,NY,Oswego County,"122,109","117,124",
36077,NY,Otsego County,"62,259","59,493",
36079,NY,Putnam County,"99,710","98,320",
36081,NY,Queens County,"2,230,722","2,253,858",
36083,NY,Rensselaer County,"159,429","158,714",
36085,NY,Richmond County,"468,730","476,143",
36087,NY,Rockland County,"311,687","325,789",
36089,NY,St. Lawrence County,"111,944","107,740",
36091,NY,Saratoga County,"219,607","229,863",
36093,NY,Schenectady County,"154,727","155,299",
36095,NY,Schoharie County,"32,749","30,999",
36097,NY,Schuyler County,"18,343","17,807",
36099,NY,Seneca County,"35,251","34,016",
36101,NY,Steuben County,"98,990","95,379",
36103,NY,Suffolk County,"1,493,350","1,476,601",
36105,NY,Sullivan County,"77,547","75,432",
36107,NY,Tioga County,"51,125","48,203",
36109,NY,Tompkins County,"101,564","102,180",
36111,NY,Ulster County,"182,493","177,573",
36113,NY,Warren County,"65,707","63,944",
36115,NY,Washington County,"63,216","61,204",
36117,NY,Wayne County,"93,772","89,918",
36119,NY,Westchester County,"949,113","967,506",
36121,NY,Wyoming County,"42,155","39,859",
36123,NY,Yates County,"25,348","24,913",
37000,NC,North Carolina,"9,535,483","10,488,084",
37001,NC,Alamance County,"151,131","169,509",
37003,NC,Alexander County,"37,198","37,497",
37005,NC,Alleghany County,"11,155","11,137",
37007,NC,Anson County,"26,948","24,446",
37009,NC,Ashe County,"27,281","27,203",
37011,NC,Avery County,"17,797","17,557",
37013,NC,Beaufort County,"47,759","46,994",
37015,NC,Bertie County,"21,282","18,947",
37017,NC,Bladen County,"35,190","32,722",
37019,NC,Brunswick County,"107,431","142,820",
37021,NC,Buncombe County,"238,318","261,191",
37023,NC,Burke County,"90,912","90,485",
37025,NC,Cabarrus County,"178,011","216,453",
37027,NC,Caldwell County,"83,029","82,178",
37029,NC,Camden County,"9,980","10,867",
37031,NC,Carteret County,"66,469","69,473",
37033,NC,Caswell County,"23,719","22,604",
37035,NC,Catawba County,"154,358","159,551",
37037,NC,Chatham County,"63,505","74,470",
37039,NC,Cherokee County,"27,444","28,612",
37041,NC,Chowan County,"14,793","13,943",
37043,NC,Clay County,"10,587","11,231",
37045,NC,Cleveland County,"98,078","97,947",
37047,NC,Columbus County,"58,098","55,508",
37049,NC,Craven County,"103,505","102,139",
37051,NC,Cumberland County,"319,431","335,509",
37053,NC,Currituck County,"23,547","27,763",
37055,NC,Dare County,"33,920","37,009",
37057,NC,Davidson County,"162,878","167,609",
37059,NC,Davie County,"41,240","42,846",
37061,NC,Duplin County,"58,505","58,741",
37063,NC,Durham County,"267,587","321,488",
37065,NC,Edgecombe County,"56,552","51,472",
37067,NC,Forsyth County,"350,670","382,295",
37069,NC,Franklin County,"60,619","69,685",
37071,NC,Gaston County,"206,086","224,529",
37073,NC,Gates County,"12,197","11,562",
37075,NC,Graham County,"8,861","8,441",
37077,NC,Granville County,"59,916","60,443",
37079,NC,Greene County,"21,362","21,069",
37081,NC,Guilford County,"488,406","537,174",
37083,NC,Halifax County,"54,691","50,010",
37085,NC,Harnett County,"114,678","135,976",
37087,NC,Haywood County,"59,036","62,317",
37089,NC,Henderson County,"106,740","117,417",
37091,NC,Hertford County,"24,669","23,677",
37093,NC,Hoke County,"46,952","55,234",
37095,NC,Hyde County,"5,810","4,937",
37097,NC,Iredell County,"159,437","181,806",
37099,NC,Jackson County,"40,271","43,938",
37101,NC,Johnston County,"168,878","209,339",
37103,NC,Jones County,"10,153","9,419",
37105,NC,Lee County,"57,866","61,779",
37107,NC,Lenoir County,"59,495","55,949",
37109,NC,Lincoln County,"78,265","86,111",
37111,NC,McDowell County,"44,996","45,756",
37113,NC,Macon County,"33,922","35,858",
37115,NC,Madison County,"20,764","21,755",
37117,NC,Martin County,"24,505","22,440",
37119,NC,Mecklenburg County,"919,628","1,110,356",
37121,NC,Mitchell County,"15,579","14,964",
37123,NC,Montgomery County,"27,798","27,173",
37125,NC,Moore County,"88,247","100,880",
37127,NC,Nash County,"95,840","94,298",
37129,NC,New Hanover County,"202,667","234,473",
37131,NC,Northampton County,"22,099","19,483",
37133,NC,Onslow County,"177,772","197,938",
37135,NC,Orange County,"133,801","148,476",
37137,NC,Pamlico County,"13,144","12,726",
37139,NC,Pasquotank County,"40,661","39,824",
37141,NC,Pender County,"52,217","63,060",
37143,NC,Perquimans County,"13,453","13,463",
37145,NC,Person County,"39,464","39,490",
37147,NC,Pitt County,"168,148","180,742",
37149,NC,Polk County,"20,510","20,724",
37151,NC,Randolph County,"141,752","143,667",
37153,NC,Richmond County,"46,639","44,829",
37155,NC,Robeson County,"134,168","130,625",
37157,NC,Rockingham County,"93,643","91,010",
37159,NC,Rowan County,"138,428","142,088",
37161,NC,Rutherford County,"67,810","67,029",
37163,NC,Sampson County,"63,431","63,531",
37165,NC,Scotland County,"36,157","34,823",
37167,NC,Stanly County,"60,585","62,806",
37169,NC,Stokes County,"47,401","45,591",
37171,NC,Surry County,"73,673","71,783",
37173,NC,Swain County,"13,981","14,271",
37175,NC,Transylvania County,"33,090","34,385",
37177,NC,Tyrrell County,"4,407","4,016",
37179,NC,Union County,"201,292","239,859",
37181,NC,Vance County,"45,422","44,535",
37183,NC,Wake County,"900,993","1,111,761",
37185,NC,Warren County,"20,972","19,731",
37187,NC,Washington County,"13,228","11,580",
37189,NC,Watauga County,"51,079","56,177",
37191,NC,Wayne County,"122,623","123,131",
37193,NC,Wilkes County,"69,340","68,412",
37195,NC,Wilson County,"81,234","81,801",
37197,NC,Yadkin County,"38,406","37,667",
37199,NC,Yancey County,"17,818","18,069",
38000,ND,North Dakota,"672,591","762,062",
38001,ND,Adams County,"2,343","2,216",
38003,ND,Barnes County,"11,066","10,415",
38005,ND,Benson County,"6,660","6,832",
38007,ND,Billings County,783,928,
38009,ND,Bottineau County,"6,429","6,282",
38011,ND,Bowman County,"3,151","3,024",
38013,ND,Burke County,"1,968","2,115",
38015,ND,Burleigh County,"81,308","95,626",
38017,ND,Cass County,"149,778","181,923",
38019,ND,Cavalier County,"3,993","3,762",
38021,ND,Dickey County,"5,289","4,872",
38023,ND,Divide County,"2,071","2,264",
38025,ND,Dunn County,"3,536","4,424",
38027,ND,Eddy County,"2,385","2,287",
38029,ND,Emmons County,"3,550","3,241",
38031,ND,Foster County,"3,343","3,210",
38033,ND,Golden Valley County,"1,680","1,761",
38035,ND,Grand Forks County,"66,861","69,451",
38037,ND,Grant County,"2,394","2,274",
38039,ND,Griggs County,"2,420","2,231",
38041,ND,Hettinger County,"2,477","2,499",
38043,ND,Kidder County,"2,435","2,480",
38045,ND,LaMoure County,"4,139","4,046",
38047,ND,Logan County,"1,990","1,850",
38049,ND,McHenry County,"5,395","5,745",
38051,ND,McIntosh County,"2,809","2,497",
38053,ND,McKenzie County,"6,360","15,024",
38055,ND,McLean County,"8,962","9,450",
38057,ND,Mercer County,"8,424","8,187",
38059,ND,Morton County,"27,471","31,364",
38061,ND,Mountrail County,"7,673","10,545",
38063,ND,Nelson County,"3,126","2,879",
38065,ND,Oliver County,"1,846","1,959",
38067,ND,Pembina County,"7,413","6,801",
38069,ND,Pierce County,"4,357","3,975",
38071,ND,Ramsey County,"11,451","11,519",
38073,ND,Ransom County,"5,457","5,218",
38075,ND,Renville County,"2,470","2,327",
38077,ND,Richland County,"16,321","16,177",
38079,ND,Rolette County,"13,937","14,176",
38081,ND,Sargent County,"3,829","3,898",
38083,ND,Sheridan County,"1,321","1,315",
38085,ND,Sioux County,"4,153","4,230",
38087,ND,Slope County,727,750,
38089,ND,Stark County,"24,199","31,489",
38091,ND,Steele County,"1,975","1,890",
38093,ND,Stutsman County,"21,100","20,704",
38095,ND,Towner County,"2,246","2,189",
38097,ND,Traill County,"8,121","8,036",
38099,ND,Walsh County,"11,119","10,641",
38101,ND,Ward County,"61,675","67,641",
38103,ND,Wells County,"4,207","3,834",
38105,ND,Williams County,"22,398","37,589",
39000,OH,Ohio,"11,536,504","11,689,100",
39001,OH,Adams County,"28,550","27,698",
39003,OH,Allen County,"106,331","102,351",
39005,OH,Ashland County,"53,139","53,484",
39007,OH,Ashtabula County,"101,497","97,241",
39009,OH,Athens County,"64,757","65,327",
39011,OH,Auglaize County,"45,949","45,656",
39013,OH,Belmont County,"70,400","67,006",
39015,OH,Brown County,"44,846","43,432",
39017,OH,Butler County,"368,130","383,134",
39019,OH,Carroll County,"28,836","26,914",
39021,OH,Champaign County,"40,097","38,885",
39023,OH,Clark County,"138,333","134,083",
39025,OH,Clermont County,"197,363","206,428",
39027,OH,Clinton County,"42,040","41,968",
39029,OH,Columbiana County,"107,841","101,883",
39031,OH,Coshocton County,"36,901","36,600",
39033,OH,Crawford County,"43,784","41,494",
39035,OH,Cuyahoga County,"1,280,122","1,235,072",
39037,OH,Darke County,"52,959","51,113",
39039,OH,Defiance County,"39,037","38,087",
39041,OH,Delaware County,"174,214","209,177",
39043,OH,Erie County,"77,079","74,266",
39045,OH,Fairfield County,"146,156","157,574",
39047,OH,Fayette County,"29,030","28,525",
39049,OH,Franklin County,"1,163,414","1,316,756",
39051,OH,Fulton County,"42,698","42,126",
39053,OH,Gallia County,"30,934","29,898",
39055,OH,Geauga County,"93,389","93,649",
39057,OH,Greene County,"161,573","168,937",
39059,OH,Guernsey County,"40,087","38,875",
39061,OH,Hamilton County,"802,374","817,473",
39063,OH,Hancock County,"74,782","75,783",
39065,OH,Hardin County,"32,058","31,365",
39067,OH,Harrison County,"15,864","15,040",
39069,OH,Henry County,"28,215","27,006",
39071,OH,Highland County,"43,589","43,161",
39073,OH,Hocking County,"29,380","28,264",
39075,OH,Holmes County,"42,366","43,960",
39077,OH,Huron County,"59,626","58,266",
39079,OH,Jackson County,"33,225","32,413",
39081,OH,Jefferson County,"69,709","65,325",
39083,OH,Knox County,"60,921","62,322",
39085,OH,Lake County,"230,041","230,149",
39087,OH,Lawrence County,"62,450","59,463",
39089,OH,Licking County,"166,492","176,862",
39091,OH,Logan County,"45,858","45,672",
39093,OH,Lorain County,"301,356","309,833",
39095,OH,Lucas County,"441,815","428,348",
39097,OH,Madison County,"43,435","44,731",
39099,OH,Mahoning County,"238,823","228,683",
39101,OH,Marion County,"66,501","65,093",
39103,OH,Medina County,"172,332","179,746",
39105,OH,Meigs County,"23,770","22,907",
39107,OH,Mercer County,"40,814","41,172",
39109,OH,Miami County,"102,506","106,987",
39111,OH,Monroe County,"14,642","13,654",
39113,OH,Montgomery County,"535,153","531,687",
39115,OH,Morgan County,"15,054","14,508",
39117,OH,Morrow County,"34,827","35,328",
39119,OH,Muskingum County,"86,074","86,215",
39121,OH,Noble County,"14,645","14,424",
39123,OH,Ottawa County,"41,428","40,525",
39125,OH,Paulding County,"19,614","18,672",
39127,OH,Perry County,"36,058","36,134",
39129,OH,Pickaway County,"55,698","58,457",
39131,OH,Pike County,"28,709","27,772",
39133,OH,Portage County,"161,419","162,466",
39135,OH,Preble County,"42,270","40,882",
39137,OH,Putnam County,"34,499","33,861",
39139,OH,Richland County,"124,475","121,154",
39141,OH,Ross County,"78,064","76,666",
39143,OH,Sandusky County,"60,944","58,518",
39145,OH,Scioto County,"79,499","75,314",
39147,OH,Seneca County,"56,745","55,178",
39149,OH,Shelby County,"49,423","48,590",
39151,OH,Stark County,"375,586","370,606",
39153,OH,Summit County,"541,781","541,013",
39155,OH,Trumbull County,"210,312","197,974",
39157,OH,Tuscarawas County,"92,582","91,987",
39159,OH,Union County,"52,300","58,988",
39161,OH,Van Wert County,"28,744","28,275",
39163,OH,Vinton County,"13,435","13,085",
39165,OH,Warren County,"212,693","234,602",
39167,OH,Washington County,"61,778","59,911",
39169,OH,Wayne County,"114,520","115,710",
39171,OH,Williams County,"37,642","36,692",
39173,OH,Wood County,"125,488","130,817",
39175,OH,Wyandot County,"22,615","21,772",
40000,OK,Oklahoma,"3,751,351","3,956,971",
40001,OK,Adair County,"22,683","22,194",
40003,OK,Alfalfa County,"5,642","5,702",
40005,OK,Atoka County,"14,182","13,758",
40007,OK,Beaver County,"5,636","5,311",
40009,OK,Beckham County,"22,119","21,859",
40011,OK,Blaine County,"11,943","9,429",
40013,OK,Bryan County,"42,416","47,995",
40015,OK,Caddo County,"29,600","28,762",
40017,OK,Canadian County,"115,541","148,306",
40019,OK,Carter County,"47,557","48,111",
40021,OK,Cherokee County,"46,987","48,657",
40023,OK,Choctaw County,"15,205","14,672",
40025,OK,Cimarron County,"2,475","2,137",
40027,OK,Cleveland County,"255,755","284,014",
40029,OK,Coal County,"5,925","5,495",
40031,OK,Comanche County,"124,098","120,749",
40033,OK,Cotton County,"6,193","5,666",
40035,OK,Craig County,"15,029","14,142",
40037,OK,Creek County,"69,967","71,522",
40039,OK,Custer County,"27,469","29,003",
40041,OK,Delaware County,"41,487","43,009",
40043,OK,Dewey County,"4,810","4,891",
40045,OK,Ellis County,"4,151","3,859",
40047,OK,Garfield County,"60,580","61,056",
40049,OK,Garvin County,"27,576","27,711",
40051,OK,Grady County,"52,431","55,834",
40053,OK,Grant County,"4,527","4,333",
40055,OK,Greer County,"6,239","5,712",
40057,OK,Harmon County,"2,922","2,653",
40059,OK,Harper County,"3,685","3,688",
40061,OK,Haskell County,"12,769","12,627",
40063,OK,Hughes County,"14,003","13,279",
40065,OK,Jackson County,"26,446","24,530",
40067,OK,Jefferson County,"6,472","6,002",
40069,OK,Johnston County,"10,957","11,085",
40071,OK,Kay County,"46,562","43,538",
40073,OK,Kingfisher County,"15,034","15,765",
40075,OK,Kiowa County,"9,446","8,708",
40077,OK,Latimer County,"11,154","10,073",
40079,OK,Le Flore County,"50,384","49,853",
40081,OK,Lincoln County,"34,273","34,877",
40083,OK,Logan County,"41,848","48,011",
40085,OK,Love County,"9,423","10,253",
40087,OK,McClain County,"34,506","40,474",
40089,OK,McCurtain County,"33,151","32,832",
40091,OK,McIntosh County,"20,252","19,596",
40093,OK,Major County,"7,527","7,629",
40095,OK,Marshall County,"15,840","16,931",
40097,OK,Mayes County,"41,259","41,100",
40099,OK,Murray County,"13,488","14,073",
40101,OK,Muskogee County,"70,990","67,997",
40103,OK,Noble County,"11,561","11,131",
40105,OK,Nowata County,"10,536","10,076",
40107,OK,Okfuskee County,"12,191","11,993",
40109,OK,Oklahoma County,"718,633","797,434",
40111,OK,Okmulgee County,"40,069","38,465",
40113,OK,Osage County,"47,472","46,963",
40115,OK,Ottawa County,"31,848","31,127",
40117,OK,Pawnee County,"16,577","16,376",
40119,OK,Payne County,"77,350","81,784",
40121,OK,Pittsburg County,"45,837","43,654",
40123,OK,Pontotoc County,"37,492","38,284",
40125,OK,Pottawatomie County,"69,442","72,592",
40127,OK,Pushmataha County,"11,572","11,096",
40129,OK,Roger Mills County,"3,647","3,583",
40131,OK,Rogers County,"86,905","92,459",
40133,OK,Seminole County,"25,482","24,258",
40135,OK,Sequoyah County,"42,391","41,569",
40137,OK,Stephens County,"45,048","43,143",
40139,OK,Texas County,"20,640","19,983",
40141,OK,Tillman County,"7,992","7,250",
40143,OK,Tulsa County,"603,403","651,552",
40145,OK,Wagoner County,"73,085","81,289",
40147,OK,Washington County,"50,976","51,527",
40149,OK,Washita County,"11,629","10,916",
40151,OK,Woods County,"8,878","8,793",
40153,OK,Woodward County,"20,081","20,211",
41000,OR,Oregon,"3,831,074","4,217,737",
41001,OR,Baker County,"16,134","16,124",
41003,OR,Benton County,"85,579","93,053",
41005,OR,Clackamas County,"375,992","418,187",
41007,OR,Clatsop County,"37,039","40,224",
41009,OR,Columbia County,"49,351","52,354",
41011,OR,Coos County,"63,043","64,487",
41013,OR,Crook County,"20,978","24,404",
41015,OR,Curry County,"22,364","22,925",
41017,OR,Deschutes County,"157,733","197,692",
41019,OR,Douglas County,"107,667","110,980",
41021,OR,Gilliam County,"1,871","1,912",
41023,OR,Grant County,"7,445","7,199",
41025,OR,Harney County,"7,422","7,393",
41027,OR,Hood River County,"22,346","23,382",
41029,OR,Jackson County,"203,206","220,944",
41031,OR,Jefferson County,"21,720","24,658",
41033,OR,Josephine County,"82,713","87,487",
41035,OR,Klamath County,"66,380","68,238",
41037,OR,Lake County,"7,895","7,869",
41039,OR,Lane County,"351,715","382,067",
41041,OR,Lincoln County,"46,034","49,962",
41043,OR,Linn County,"116,672","129,749",
41045,OR,Malheur County,"31,313","30,571",
41047,OR,Marion County,"315,335","347,818",
41049,OR,Morrow County,"11,173","11,603",
41051,OR,Multnomah County,"735,334","812,855",
41053,OR,Polk County,"75,403","86,085",
41055,OR,Sherman County,"1,765","1,780",
41057,OR,Tillamook County,"25,250","27,036",
41059,OR,Umatilla County,"75,889","77,950",
41061,OR,Union County,"25,748","26,835",
41063,OR,Wallowa County,"7,008","7,208",
41065,OR,Wasco County,"25,213","26,682",
41067,OR,Washington County,"529,710","601,592",
41069,OR,Wheeler County,"1,441","1,332",
41071,OR,Yamhill County,"99,193","107,100",
42000,PA,Pennsylvania,"12,702,379","12,801,989",
42001,PA,Adams County,"101,407","103,009",
42003,PA,Allegheny County,"1,223,348","1,216,045",
42005,PA,Armstrong County,"68,941","64,735",
42007,PA,Beaver County,"170,539","163,929",
42009,PA,Bedford County,"49,762","47,888",
42011,PA,Berks County,"411,442","421,164",
42013,PA,Blair County,"127,089","121,829",
42015,PA,Bradford County,"62,622","60,323",
42017,PA,Bucks County,"625,249","628,270",
42019,PA,Butler County,"183,862","187,853",
42021,PA,Cambria County,"143,679","130,192",
42023,PA,Cameron County,"5,085","4,447",
42025,PA,Carbon County,"65,249","64,182",
42027,PA,Centre County,"153,990","162,385",
42029,PA,Chester County,"498,886","524,989",
42031,PA,Clarion County,"39,988","38,438",
42033,PA,Clearfield County,"81,642","79,255",
42035,PA,Clinton County,"39,238","38,632",
42037,PA,Columbia County,"67,295","64,964",
42039,PA,Crawford County,"88,765","84,629",
42041,PA,Cumberland County,"235,406","253,370",
42043,PA,Dauphin County,"268,100","278,299",
42045,PA,Delaware County,"558,979","566,747",
42047,PA,Elk County,"31,946","29,910",
42049,PA,Erie County,"280,566","269,728",
42051,PA,Fayette County,"136,606","129,274",
42053,PA,Forest County,"7,716","7,247",
42055,PA,Franklin County,"149,618","155,027",
42057,PA,Fulton County,"14,845","14,530",
42059,PA,Greene County,"38,686","36,233",
42061,PA,Huntingdon County,"45,913","45,144",
42063,PA,Indiana County,"88,880","84,073",
42065,PA,Jefferson County,"45,200","43,425",
42067,PA,Juniata County,"24,636","24,763",
42069,PA,Lackawanna County,"214,437","209,674",
42071,PA,Lancaster County,"519,445","545,724",
42073,PA,Lawrence County,"91,108","85,512",
42075,PA,Lebanon County,"133,568","141,793",
42077,PA,Lehigh County,"349,497","369,318",
42079,PA,Luzerne County,"320,918","317,417",
42081,PA,Lycoming County,"116,111","113,299",
42083,PA,McKean County,"43,450","40,625",
42085,PA,Mercer County,"116,638","109,424",
42087,PA,Mifflin County,"46,682","46,138",
42089,PA,Monroe County,"169,842","170,271",
42091,PA,Montgomery County,"799,874","830,915",
42093,PA,Montour County,"18,267","18,230",
42095,PA,Northampton County,"297,735","305,285",
42097,PA,Northumberland County,"94,528","90,843",
42099,PA,Perry County,"45,969","46,272",
42101,PA,Philadelphia County,"1,526,006","1,584,064",
42103,PA,Pike County,"57,369","55,809",
42105,PA,Potter County,"17,457","16,526",
42107,PA,Schuylkill County,"148,289","141,359",
42109,PA,Snyder County,"39,702","40,372",
42111,PA,Somerset County,"77,742","73,447",
42113,PA,Sullivan County,"6,428","6,066",
42115,PA,Susquehanna County,"43,356","40,328",
42117,PA,Tioga County,"41,981","40,591",
42119,PA,Union County,"44,947","44,923",
42121,PA,Venango County,"54,984","50,668",
42123,PA,Warren County,"41,815","39,191",
42125,PA,Washington County,"207,820","206,865",
42127,PA,Wayne County,"52,822","51,361",
42129,PA,Westmoreland County,"365,169","348,899",
42131,PA,Wyoming County,"28,276","26,794",
42133,PA,York County,"434,972","449,058",
44000,RI,Rhode Island,"1,052,567","1,059,361",
44001,RI,Bristol County,"49,875","48,479",
44003,RI,Kent County,"166,158","164,292",
44005,RI,Newport County,"82,888","82,082",
44007,RI,Providence County,"626,667","638,931",
44009,RI,Washington County,"126,979","125,577",
45000,SC,South Carolina,"4,625,364","5,148,714",
45001,SC,Abbeville County,"25,417","24,527",
45003,SC,Aiken County,"160,099","170,872",
45005,SC,Allendale County,"10,419","8,688",
45007,SC,Anderson County,"187,126","202,558",
45009,SC,Bamberg County,"15,987","14,066",
45011,SC,Barnwell County,"22,621","20,866",
45013,SC,Beaufort County,"162,233","192,122",
45015,SC,Berkeley County,"177,843","227,907",
45017,SC,Calhoun County,"15,175","14,553",
45019,SC,Charleston County,"350,209","411,406",
45021,SC,Cherokee County,"55,342","57,300",
45023,SC,Chester County,"33,140","32,244",
45025,SC,Chesterfield County,"46,734","45,650",
45027,SC,Clarendon County,"34,971","33,745",
45029,SC,Colleton County,"38,892","37,677",
45031,SC,Darlington County,"68,681","66,618",
45033,SC,Dillon County,"32,062","30,479",
45035,SC,Dorchester County,"136,555","162,809",
45037,SC,Edgefield County,"26,985","27,260",
